epoch,train_loss,val_rmse
0,0.0736319606802658,17.832232765153808
1,0.023949387890941195,11.448667650290005
2,0.016041069769018125,10.671154707230354
3,0.014263800041821243,12.45923957377961
4,0.013789347857360636,11.27259558100141
5,0.01309413873098308,10.826927129810135
6,0.012736243045829975,11.070263568390448
7,0.01215681796054322,12.097903462520957
8,0.011649987032492155,11.119668433096903
